State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,26/08/2020,1250,1550,1400,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,06/09/2020,1350,1750,1500,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,13/09/2020,1350,1485,1425,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,19/09/2020,1200,1350,1280,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,03/10/2020,1100,1385,1250,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,07/10/2020,1250,1375,1300,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,08/10/2020,1050,1400,1200,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,11/10/2020,1050,1400,1200,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,12/10/2020,1150,1275,1200,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,22/10/2020,1100,1350,1200,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,02/11/2020,1300,1375,1350,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,08/11/2020,1300,1425,1350,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,12/11/2020,1250,1300,1280,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,13/11/2020,1250,1300,1270,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,29/11/2020,1200,1500,1350,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,02/12/2020,1200,1500,1360,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,04/12/2020,1210,1520,1350,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,16/12/2020,1275,1425,1380,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,21/12/2020,1400,1550,1450,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Banana - Green,Banana - Green,FAQ,28/12/2020,1200,1450,1350,90
Uttar Pradesh,Varanasi,Varanasi(F&V),Bhindi(Ladies Finger),Bhindi,FAQ,21/08/2020,1450,1535,1485,85
Uttar Pradesh,Varanasi,Varanasi(F&V),Bhindi(Ladies Finger),Bhindi,FAQ,25/08/2020,1500,1600,1530,85
Uttar Pradesh,Varanasi,Varanasi(F&V),Bhindi(Ladies Finger),Bhindi,FAQ,10/09/2020,1540,1600,1570,85
Uttar Pradesh,Varanasi,Varanasi(F&V),Bhindi(Ladies Finger),Bhindi,FAQ,03/10/2020,1700,1785,1750,85
Uttar Pradesh,Varanasi,Varanasi(F&V),Bhindi(Ladies Finger),Bhindi,FAQ,11/10/2020,1950,2185,2100,85
Uttar Pradesh,Varanasi,Varanasi(F&V),Bhindi(Ladies Finger),Bhindi,FAQ,12/10/2020,2065,2135,2100,85
Uttar Pradesh,Varanasi,Varanasi(F&V),Bhindi(Ladies Finger),Bhindi,FAQ,02/11/2020,2150,2250,2190,85
Uttar Pradesh,Varanasi,Varanasi(F&V),Bhindi(Ladies Finger),Bhindi,FAQ,07/11/2020,2300,2500,2340,85
Uttar Pradesh,Varanasi,Varanasi(F&V),Bhindi(Ladies Finger),Bhindi,FAQ,12/11/2020,2265,2345,2300,85
Uttar Pradesh,Varanasi,Varanasi(F&V),Spinach,Spinach,FAQ,18/10/2021,1365,1470,1450,342
Uttar Pradesh,Varanasi,Varanasi(F&V),Spinach,Spinach,FAQ,20/10/2021,1285,1450,1370,342
Uttar Pradesh,Varanasi,Varanasi(F&V),Spinach,Spinach,FAQ,22/10/2021,1375,1430,1400,342
Uttar Pradesh,Varanasi,Varanasi(F&V),Spinach,Spinach,FAQ,25/10/2021,1450,1525,1485,342
Uttar Pradesh,Varanasi,Varanasi(F&V),Spinach,Spinach,FAQ,11/11/2021,1500,1600,1550,342
Uttar Pradesh,Varanasi,Varanasi(F&V),Spinach,Spinach,FAQ,15/11/2021,1165,1235,1200,342
Uttar Pradesh,Varanasi,Varanasi(F&V),Spinach,Spinach,FAQ,23/11/2021,1240,1325,1270,342
Uttar Pradesh,Varanasi,Varanasi(F&V),Spinach,Spinach,FAQ,24/11/2021,1200,1300,1250,342
Uttar Pradesh,Varanasi,Varanasi(F&V),Spinach,Spinach,FAQ,25/11/2021,1200,1275,1235,342
Uttar Pradesh,Varanasi,Varanasi(F&V),Spinach,Spinach,FAQ,09/12/2021,800,935,900,342
Uttar Pradesh,Varanasi,Varanasi(F&V),Spinach,Spinach,FAQ,12/12/2021,725,800,770,342
Uttar Pradesh,Varanasi,Varanasi(F&V),Spinach,Spinach,FAQ,17/12/2021,640,725,680,342
Uttar Pradesh,Varanasi,Varanasi(F&V),Grapes,White,Medium,09/02/2022,4700,5200,4990,22
Uttar Pradesh,Varanasi,Varanasi(F&V),Grapes,White,Medium,04/03/2022,2800,3250,3000,22
Uttar Pradesh,Varanasi,Varanasi(F&V),Grapes,White,Medium,09/03/2022,3000,3250,3100,22
Uttar Pradesh,Varanasi,Varanasi(F&V),Grapes,White,Medium,23/03/2022,2850,3250,3000,22
Uttar Pradesh,Varanasi,Varanasi(F&V),Grapes,White,Medium,24/03/2022,2800,3100,2950,22
Uttar Pradesh,Varanasi,Varanasi(F&V),Grapes,White,Medium,02/04/2022,3400,3685,3500,22
Uttar Pradesh,Varanasi,Varanasi(F&V),Grapes,White,Medium,04/04/2022,3600,3800,3730,22
Uttar Pradesh,Varanasi,Varanasi(F&V),Grapes,White,Medium,16/04/2022,3850,4250,4000,22
Uttar Pradesh,Varanasi,Varanasi(F&V),Grapes,White,Medium,17/04/2022,4200,4550,4350,22
Uttar Pradesh,Varanasi,Varanasi(F&V),Grapes,White,Medium,22/04/2022,4750,5150,4900,22
Uttar Pradesh,Varanasi,Varanasi(F&V),Grapes,White,Medium,24/04/2022,4700,5000,4870,22
Uttar Pradesh,Varanasi,Varanasi(F&V),Grapes,White,Medium,27/04/2022,4800,5250,5000,22
Uttar Pradesh,Varanasi,Varanasi(F&V),Grapes,White,Medium,05/05/2022,4850,5350,5100,22
Uttar Pradesh,Varanasi,Varanasi(F&V),Grapes,White,Medium,07/05/2022,4985,5300,5150,22
Uttar Pradesh,Varanasi,Varanasi(F&V),Grapes,White,Medium,14/05/2022,5350,5750,5500,22
Uttar Pradesh,Varanasi,Varanasi(F&V),Grapes,White,Medium,15/05/2022,5400,5700,5580,22
Uttar Pradesh,Varanasi,Varanasi(F&V),Grapes,White,Medium,19/05/2022,5600,5950,5700,22
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,05/04/2021,2700,2900,2800,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,29/04/2021,2520,2650,2600,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,12/05/2021,2100,2300,2250,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,27/05/2021,2170,2300,2220,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,30/05/2021,2450,2560,2500,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,05/06/2021,2850,3000,2900,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,17/06/2021,2800,3100,2850,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,07/07/2021,3200,3650,3400,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,09/07/2021,3550,3625,3600,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,11/07/2021,3650,3900,3700,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,23/07/2021,3785,4100,3950,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,02/08/2021,3750,3880,3800,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,09/08/2021,3650,3850,3780,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,13/08/2021,3750,3900,3800,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,21/08/2021,3600,3750,3670,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,06/09/2021,3450,3800,3620,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,12/09/2021,3450,3600,3520,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,15/09/2021,3400,3650,3500,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,16/09/2021,3250,3550,3400,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,24/09/2021,3550,3785,3650,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,11/10/2021,3800,4100,3920,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,13/10/2021,3750,3950,3880,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,17/10/2021,3950,4185,4050,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,18/10/2021,3900,4250,4100,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,21/10/2021,3875,4185,4050,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,22/10/2021,3950,4125,4050,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,27/10/2021,1965,2045,2000,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,29/10/2021,3950,4200,4100,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Pointed gourd (Parval),Pointed gourd (Parval),FAQ,12/11/2021,4200,4350,4300,303
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,03/01/2022,785,900,850,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,15/01/2022,850,975,900,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,16/01/2022,840,950,870,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,24/01/2022,650,800,700,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,27/01/2022,650,800,715,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,04/02/2022,800,1050,900,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,05/02/2022,800,1050,900,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,12/02/2022,850,985,900,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,14/02/2022,890,1000,950,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,21/02/2022,920,1050,965,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,23/02/2022,900,1150,1000,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,24/02/2022,900,1050,985,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,23/03/2022,950,1200,1075,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,26/03/2022,900,1035,950,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,30/03/2022,850,1025,950,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,04/04/2022,850,985,915,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,02/05/2022,900,1085,985,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,04/05/2022,900,1025,950,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,05/05/2022,925,1025,985,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,09/05/2022,1040,1125,1065,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,19/05/2022,1085,1200,1150,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,15/07/2022,1450,1600,1520,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,17/07/2022,1450,1600,1520,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,18/07/2022,1450,1620,1525,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,24/07/2022,1500,1650,1585,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,31/07/2022,1550,1785,1650,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,03/08/2022,1600,1750,1680,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,04/08/2022,1625,1725,1665,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,08/08/2022,1640,1750,1685,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,10/08/2022,1650,1785,1700,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,14/08/2022,1685,1765,1720,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,20/08/2022,1650,1800,1715,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,21/08/2022,1600,1785,1680,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,26/08/2022,1600,1785,1665,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,29/08/2022,1640,1750,1690,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,05/09/2022,1600,1785,1685,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,16/09/2022,1550,1700,1620,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,22/09/2022,1500,1685,1610,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,15/10/2022,1600,1735,1670,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,16/10/2022,1585,1735,1675,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,17/10/2022,1600,1785,1700,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,19/10/2022,1675,1800,1730,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,23/10/2022,1600,1750,1680,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,29/10/2022,1600,1785,1680,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,07/11/2022,1650,1800,1735,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,12/11/2022,1580,1700,1650,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,19/11/2022,1520,1660,1570,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,20/11/2022,1400,1600,1500,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,04/12/2022,1200,1400,1280,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,07/12/2022,1200,1350,1275,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,09/12/2022,1200,1350,1250,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,16/12/2022,1200,1335,1250,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,17/12/2022,1100,1300,1200,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Potato,Badshah,FAQ,29/12/2022,975,1120,1040,24
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,13/08/2020,3100,3600,3300,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,03/09/2020,3400,3600,3500,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,05/09/2020,3475,3685,3600,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,13/09/2020,3400,3700,3550,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,14/09/2020,3485,3800,3680,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,24/09/2020,3650,3900,3750,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,09/10/2020,3600,4000,3850,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,17/10/2020,4300,4600,4400,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,29/10/2020,4725,4900,4780,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,09/11/2020,3700,4200,4000,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,19/11/2020,2950,3200,3050,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,21/11/2020,3000,3300,3150,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,28/11/2020,2950,3200,3075,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,09/12/2020,2650,2950,2800,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,20/12/2020,2200,2500,2350,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,21/12/2020,2150,2450,2300,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,23/12/2020,2200,2500,2350,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,26/12/2020,2300,2550,2400,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Green Chilli,Green Chilly,FAQ,30/12/2020,2200,2485,2350,87
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,06/01/2021,6500,6900,6750,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,08/01/2021,6700,7000,6850,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,24/01/2021,6750,7250,6970,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,06/02/2021,7600,8000,7720,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,11/02/2021,7600,8100,7800,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,08/03/2021,8150,8500,8350,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,12/03/2021,8200,8900,8500,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,15/03/2021,8300,8900,8600,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,03/04/2021,8850,9350,9180,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,14/04/2021,8800,9250,9000,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,06/05/2021,9100,9375,9220,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,15/05/2021,9850,10500,10000,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,16/05/2021,9700,10600,9980,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,17/05/2021,9850,10500,10000,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,19/05/2021,9900,11000,10500,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,20/05/2021,9950,10650,10230,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,22/05/2021,10400,11500,10900,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,29/05/2021,10700,11650,11200,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,30/05/2021,10750,11800,11150,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,03/06/2021,10750,11500,11000,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,10/06/2021,10750,11750,11000,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,18/06/2021,11500,12300,12000,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,27/06/2021,12000,12800,12500,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,16/07/2021,12000,12600,12350,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,23/07/2021,12200,12600,12300,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,04/08/2021,11500,12000,11700,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,11/08/2021,10400,11000,10600,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,12/08/2021,9800,10500,10000,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,16/08/2021,9600,10300,9800,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,25/08/2021,8150,8600,8350,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,30/08/2021,6600,6950,6800,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,13/09/2021,5700,5950,5800,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,16/09/2021,5500,5800,5650,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,23/09/2021,5700,6000,5800,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,24/09/2021,5700,5950,5800,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,16/10/2021,6950,7250,7100,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,25/10/2021,6500,6785,6620,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,06/11/2021,6250,6850,6400,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,08/11/2021,6250,6600,6450,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,11/11/2021,6600,6950,6750,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,21/11/2021,6850,7350,7100,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,01/12/2021,7150,7685,7350,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,11/12/2021,7300,7685,7450,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,12/12/2021,7250,7650,7400,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,15/12/2021,7300,7685,7450,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,17/12/2021,7300,7700,7450,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Apple,Delicious,Medium,22/12/2021,7300,7685,7450,17
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,27/08/2020,1970,2050,2000,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,12/09/2020,1700,1825,1750,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,14/10/2020,1650,1735,1700,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,16/10/2020,1400,1475,1450,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,29/10/2020,1000,1075,1050,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,13/11/2020,780,860,820,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,23/11/2020,700,785,750,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,17/12/2020,450,565,500,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,07/01/2021,370,435,400,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,09/01/2021,320,400,350,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,16/01/2021,350,415,375,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,06/02/2021,400,485,450,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,13/02/2021,450,550,500,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,18/02/2021,485,550,520,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,19/02/2021,485,565,525,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,03/03/2021,635,725,670,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,22/03/2021,750,850,800,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,12/04/2021,800,950,890,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,13/05/2021,875,985,950,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,16/05/2021,950,1025,975,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,17/05/2021,975,1050,1000,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,21/05/2021,1020,1150,1070,161
Uttar Pradesh,Varanasi,Varanasi(F&V),Raddish,Raddish,FAQ,07/06/2021,1150,1220,1180,161
